FTP工具是做什么用的？我们发布demo需要自己有个服务器吗？,本地发布项目，想用真机来实测一下，可以在本机用iis，wamp，hfs等搭建本地服务器，然后将发布后的项目。,,
怎么实现切水果的分割线,http://bbs.9ria.com/thread-85043-1-1.html,,
如何捕获全局异常,这个功能目前在Native尚无实现，引擎会考虑该功能加入的可行性,,
画地图用什么方法画呢,http://edn.egret.com/cn/docs/page/718 ,,
egret.Video更改src，视频内容没更改！,native的版本还在做， 后续的版本会支持。非全屏的bug已经修复了，您可以使用github上的最新版或者等下次引擎更新,,
关于list子对象的移除问题？,不同的状态是一个整体，非激活状态不属于垃圾回收范围。你需要调整你的结构设计来达到所述的目的,,
按钮使用圆形图片，怎样仅能使按钮的该圆形部分响应事件,bitmap.pixelHitTest,,
第三方配置的问题,一般说不是有效的json文件就说明json格式有问题，可以用在线json校验一下格式,,
typescript 的问题,map 是 es6 的新特性，和 ts 没啥关系。wing 里把 target 改成 es6 就可以编写，但是生成出来的需要浏览器支持才可以运行,,
eui.scroller滑动后不能定位,用eui.Label，设置下Label的宽度，不要设置高度,,
请问egret能对文件操作么,"可以用cookies localstorge indexdb , fileapi，基于浏览器肯定不能直接访问文件",,
关于p2物理引擎,http://edn.egret.com/cn/docs/page/698,,
屏幕画符号,你可以在网上找找手写输入的实现,,
声音在手机端无法播放,手机端没有问题，微信里有一个机制，需要用户点击才能播放声音,,
IOS版app的websocket，接收的服务器消息，顺序错乱,。。。我去，我还以为你问的是 服务器接收的一条消息，消息内容错乱了。,,
egret.localStorage本地存储到哪里,存储到浏览器的缓存里,,
apk运行bug,最好是发你的项目上来,,
请问EUI项目如何分开加载解析皮肤文件？runtime项目支持吗...,你可以把皮肤作为字符串加载，然后运行时动态解析。你在EDN的API文档可以看到，好多API的example都是这样做的,,
请问如何销毁一个对象?,"先remove,再=null",,
foreach语句怎么传递this,你在这个语句的上面加个临时变量，然后把this赋给他，,,
"有关触摸事件的问题,麻烦大触帮小白看看",TOUCH_RELEASE_OUTSIDE 应该监听这个事件吧。,,
Tiled 地图一旦地砖画多了就开始卡了 有没有别的方案,根据你数组的值来判断取位图的那一部分,,
【请官方团队来看一下】关于触摸的疑惑,你在B界面的皮肤里的最底层放一个和你游戏界面一样大的、透明度根据需求设置的Rect或者是Image或者是Group等。这个Rect（假设添加的是Rect）的touchEnabled为默认，这样应该就可以阻止触摸传入到A。,,
List在Scroller中使用网格布局，显示异常。,你的嵌套层级有问题。多了一个Group。直接用Scroller包裹List就行。在多了一个Group滚动的就是Group不是List了。你拖拽Scroller出来默认给你创建的Group不是用来套List的，是给你放其他东西，比如Button什么的不是容器的。要放List的话，直接删掉那个Group。List本身是个容器，可以作为Scroller的直接子项。,,
【关于触摸】想要一个界面吞噬或不吞噬触摸要怎么设置,http://bbs.egret.com/forum.php?mod=viewthread&tid=11534&highlight=%E5%86%92%E6%B3%A1,,
怎么开启 WEBGL 啊是默认的吗,是的。,,
请各位看看，这段代码为什么不报错但也没出效果,代码逻辑有问题吧,,
关于控件拖动的问题,刚刚试了试，拖拽就不会出现被甩掉的情况,,
removeEventListener 无法移除监听,移除监听不能写匿名函数，监听和移除的必须是同一个函数引用,,
如何主动触发事件,btn.Dispatcheventwith(egret.touchevent.touch_tap),,
【新手求大神轻虐】自定义exml，里面有label，可是怎么设...t,给你个改好的对比一下,,
图片如何高清显示,你是不是缩放了,,
ScrollView问题,你的方法应该是个不错的选择，，用一个容器包裹显示对象，，放置在scrollview中，，，至于scrolltop，，他是有范围的，，-height/2到contentheight-height/2，，，因为这是容器允许的滚动范围，，，如果你启用回弹的话，，你会发现，，回弹距离最多只能到高度的一半，，，在移动端，，永远也不可能把对象拖到容器的显示范围外吧 ...,,
TouchEvent.TOUCH_MOVE时，移动的对象会跳,this.myFighter.touchEnabled = false,,
碰撞检测可以用在缓动的物体对象上面么？,可以。实现的方式，可以监听egret.Event.ENTER_FRAME事件，每帧检测碰撞,,
请问exml皮肤可以把他设置成透明的背景么,当前场景需要叠加的地方不加图片元素，exml就是透明的,,
游戏首页加载进度条bug,http://bbs.egret.com/thread-20156-1-1.html,,
P2物理引擎的文档太难找了，求碰撞检测问题..,https://github.com/schteppe/p2.js,,
如何穿透当前img点击到下一层的img,img设置touchEnabled=false，,,
给Array排序，必须要写个方法吗？有没有简单点的方式,"没有，自己写个嘛， list.sort(function(a,b) { return b - a });",,
如何实现手指按压在图片边沿线上拖动即可调整图片大小,http://edn.egret.com/cn/example/page/index#060-interact-multi-point,,
要平衡设备直接性能差异该怎么搞？,这样的话只能根据帧时差来计算对战所用到的数据了。,,
eui默认组件的皮肤太low如何使用自定义的,http://edn.egret.com/cn/docs/page/510,,
做的游戏在微信和qq浏览器中打开会有很怪异的卡顿现象,这个之前也碰到过，问了QQ浏览器的人，一直没给回复,,
非eui项目不能设计,新建 exml 就可以,,
load 3d模型异常报错,https://github.com/egret-labs/egret-3d/tree/master/libs/3.1.4,,
egret的video在移动设备上的事件监听问题,视频是可以帧听touch事件的，帧听到点击按钮设置暂停,,
新的FPS面板怎样打开,不应该啊，除非你的引擎版本还是老的,,
如何获取GPS定位坐标,客气了，有空我研究下，给你回复。,,
请问publish命令可以不压缩代码吗,直接把调试用的那些文件上传服务器就是不压缩啊，，，，但是知道不压缩的文件有多大吗？？？？话说，是谁能出现这种想法，，实在是匪夷所思啊。，，,,
最新版本的wing launch.json里报错,你好，你是不是自己装了 vscode 市场里的chrome 调试插件，，，或者其他第三方的东西？,,
eui和gui的关系,http://edn.egret.com/cn/docs/page/666,,
新人入门问题求助,看看你的网络配置，，是不是有代理,,
变量声明以及使用问题,https://zhongsp.gitbooks.io/typescript-handbook/content/doc/handbook/Variable%20Declarations.html,,
ios 打包引入jszip黑屏问题,现在只是知道这里会造成中断，具体如何修改我也不清楚，应该是iOS support中的view和Android中的不一致。,,
请问dragonbones骨骼动画如何调整图片层级顺序并设为关键帧？,角度不要超过45，否则要混合帧动画实现,,
ScrollView监听问题,game下目前没有专属的scrollView事件，它继承了DisplayObjectContainer,,
camera3D.object3DToScreenRay这函数不太对,你是不是在摄像机更新后再调用的此函数,,
egret.tween 缓动问题。,egretProperties.json中没有引入Tween,,
eui如何获取子物体,在Exml里面给button组件设置一个ID，然后使用img2["ID"]来访问,,
WebSocket问题,会不会出现粘包、半包，跟使用的语言没有直接关系。,,
快捷键没有注释是做什么的，可否加上注释,ctrl shift p,,
list里面怎么排成两列N行,http://edn.egret.com/cn/apidoc/index/name/eui.List#layout,,
TextureMerger中gif导进去会缺像素,你好，由于gif格式的问题，某些帧的像素保存的可能只是相对某帧差异的部分，并不是所有像素。针对有此问题的gif图建议先用其它gif解析工具提取每一帧后再用TM做动画。TM后续版本会完善gif图解析功能,,
如何引入第三方库？,http://edn.egret.com/cn/docs/page/172 ,,
新手引导该怎么做,目前拼接是最好的方法,,
项目中eui的exml的skin文件应该如何组织,下载这个示例：http://edn.egret.com/cn/example/page/index#180-eui-adv-item-renderer,,
"关于海豚浏览器和搜狗浏览器,Opera浏览器的问题.",海豚浏览器要在设置中关闭极速内核；Opera浏览器打不开内网和局域网，因为它打开页面时需要经过云端压缩，说白了就是先把目标页面内容下载到它官方的服务器上进行压缩。Opera官方服务器可访问不到你的内网，用它来调试本地的项目，就是空白页和永久等待状态。,,
在wing新建接口类，编译后的js内容是空的?,接口类是用来声明用的，不会生成js内容，这个是对的。,,
画布过大导致UI出界,http://edn.egret.com/cn/docs/page/509,,
EXML中定义的Scroller 用法疑问,设置下Label的宽度，不要设置高度，你再试试滚动就可以了。,,
资源合并是越大越好，还是有比例的,这要看需求吧。不同模块而且不重用的资源最好还是分模块，不然还没用到就加载就浪费了。当然同个模块资源过多的话建议也分开，最好不要超过1024*1024，不然qq浏览器会重新给你压缩一次，直接导致图片不清晰,,
wing 3.0.3 九宫格不能用啊,谢谢提出。我们会尽快处理该问题,,
图片资源加载不到，没有提示报错,忘了后面的_png吧，结贴吧,,
新手求解，为什么我用wing写的代码没有效果？,在 constructor()中初始化       ,,
wing3.0.4 无法使用编辑器拖动SpriteSheet图集到RES 可视化资源里,可以拖啊。如果有对应的 图集.json文件，拖进去就只显示json文件不会显示png文件了。,,
官方例子里面的chunli动画拿什么工具做的？,是指的哪个动画呢。是3d里面的么？3d的动画资源是用 3d插件在 3dmax 里导出的。,,
talkingdata怎么接入egret,是有人问过写法。但貌似没有分享出来。,,
上传功能疑问,可否上传一个完整的示例。,,
eui的可视化的方式创建、编辑游戏用户界面的东西在哪里？,你看一下《成语大挑上战》这个例子，马上就可以上手了,,
Egret新书里的第五章例子遇到一个问题,2个问题：1 Main.ts 里的53、54 循环都没有加i t 的初始化值。 2 circle 的y位置为负，而且没有按照个数来换行，所以所有的显示都在显示框外，一个也看不到。 如果是新手，上来不要一下放这么多，一个一个出来在放多些,,
Android的三个按钮会触发什么事件吗？,h5 目前没有这个api，android 原生的话，可以参考 create_app 后的java文件里的代码,,
对数组赋值失败,一个是数组，一个单个对象，不是直接用=来赋值的，而是通过数组的 push 来加入,,
纯小白很想很想学习egret，恳请成手大神指引,你先学习一下javascript，基础就行，然后学习typescript，因为egret游戏是typescrip语言编写的，因为一开始就没有游戏这个概念，就先了解一个egret这个框架.egret是事件触发的，这样比较理解。加油，我也是小白。,,
更新引擎后粒子系统库报错,请同步更新粒子库,,
关于拖放物品？,TouchEvent.TOUCH_BEGIN，TOUCH_MOVE，TOUCH_END来实现吧，,,
websocket 中怎么加cookie,这么说，egret 封装的是 js 原生的 webSocket，所以之前 js 可以的，egret 也是可以的。,,
发布的项目在chrome浏览器下读不出部分文件,1、不知道你是按什么方式测试的，直接双击还是通过服务器运行？2、如果觉得说不明白，麻烦上些截图,,
如何修改textFlow或Label的行间距？,试一下这个属性 txt.lineSpacing =,,
web上使用遮罩有效果 ，打包成apk后就没有效果了,下个版本,,
tween,tween 有对应的删除方法 removeTweens。,,
求解释：egret.MainContext.instance.stage.stageWidth,得到设备的宽度,,
两个按钮重叠，隐藏层级高的，层级低的能接受触摸吗？,隐藏的同时把touchEnable设置为false  还不行的话直接移除该对象的监听,,
鼠标形状如何改成手形,麻烦升级到最新的，这个已经可以了,,
DragonBones如和倒序播放,这个教程有详细讲解，代码有倒序播放，搜倒序： http://edn.egret.com/cn/docs/page/395,,
没有sprite的子对象，这个接口应该亮出来,去遍历对象的numChildren，然后getChildAt获取子对象.,,
MovieClip 如何倒序播放倒序,自己重写一个movieclip好了，官方的movieclip占用drawcall过多，比较耗性能,,
RES.destroyRes()真的释放内存了吗,这个API只在Runtime环境生效，H5环境下由于H5本身的运行机制，无法在页面内主动销毁资源,,
如何在egret实现弹出一个层 层里有文本输入框,皮肤啊。,,
ios上自动播放背景音乐问题!,xx.play(),,
皮肤可以嵌套皮肤吗？,要写ts类，这样在组件窗口才能看见那个组件,,
请教一个黄金矿工游戏思路（关于钩子弹出，以及摆动）,钩子的摆动只需要把锚点设置在钩子尾巴上，然后旋转图片就可以了。,,
Scrolle中 list 的滚动条问题,更新内容数量后从新获取滚动条的contentHeight,,
百度地图使用问题,百度这个是jssdk，是不支持support的。,,
如何接收url传值,egret.getOption["appid"]试试,,
遮罩,可以把显示对象和遮罩放一个容器中，给容器添加点击事件,,
egret 怎么加载多个resource.json,资源的配置管理类里面 是有一个可以添加键值 以及索引的api  ,,
进入游戏前有一段时间灰屏,主要在加载main.js游戏主文件,,
函数临时new出来的东西怎么delet,局部变量，无引用，自动回收，无需手动销毁。,,
界面按钮向左移动,http://edn.egret.com/cn/docs/page/576,,
Tween有没有反复执行几次的参数?,没有 官方比较懒,,
请帮忙，在事件中移除事件：removeEventListener,楼上的方法是可行的，如果是要移除的事件监听，必须要能访问到那个函数名，你用了匿名函数就没函数名了。,,
最新的wing不能清理项目了？,这是个bug ， 最近会发一个版本修复,,
eui.ProgressBar  中img该是什么样子,怎么酷炫我不知道，我只知道，设置id="track" source就是进度条的背景，设置id="thumb" source就是进度条里滑动的图。,,
谁来告诉我Wing3.x.x几个常用快键键是什么,所有快捷键都可以从 文件 -- 首选项 -- 快捷键 设置,,
请教下JSZip用法,this._jszip = new JSZip(manager.SFLoadManager.getRes("config_cc"));,,
新手求教如何把节点从内存中清除,js 的垃圾回收机制是自动回收的，所以没有手动回收内存的API。需要做的是把对象的引用都断开。,,
egret调用百度地图,具体没有使用过,,
egret音效，我的苹果有音效，我同事的没有音效，是什么问题,ios9.3不会自动播放，只能你监听屏幕被点击后再播放，这不是egret的问题，我用原生的audio标签试过也不能自动播放，ios的原因,,
egret3D 阴影绘制,搜了一下git上只有在 develop 分支下有 ShadowMapingMethod ，发布的版本上没有，可能功能还没完成呢。,,
如何实现 多选 文件上传,egret 上没这个组件，一定要用的话只能用DOM 上的input文件上传了。,,
怎么判断egret的粒子系统是否与版本匹配,https://github.com/egret-labs/egret-game-library,,
egret.TouchEvent.TOUCH_RELEASE_OUTSIDE检测不到,试了一下可以的啊,,
请问publish之后的皮肤信息都去了哪里？,publish的exml在主题文件里,,
使用2.0.4打包出来的ios app程序graphics跟e:Rect组件绘制有问题,我们会在近期的版本放出一个正常使用的graphics,,
wing插件如何监听输入事件并获取光标当前坐标,插件开发欢迎加群 469310443,,
通过 this.parent.removeChild(this);切换界面问题,UploadSuccess可能有问题，本身没有对象被添加到显示,,
gui里的tree组件，文件可以多行显示么？,TreeItemRenderer.exml里的代码示意图，上面是原始的，下面是修改过的,,
egret怎么获取xml里cdata标签下的数据,如果只是这一个配表有问题，而且表中内容不是频繁改变，你可以直接在一个ts类中把这个json写进去，不单独做成json文件,,
EUI和GUI不能再一个项目中同时存在？,是,,
怎样简单设置两段代码间的延时？,null,,
材质如何实现平铺？,贴12次,,
用3dmax导出来的esm文件加载不了,更新 egret3d.d.ts egret3d.js egret3d.min.js 这3个文件,,
eui 与 egre3d 混合工程EUI-Egret3D中的界面显示问题,3D 的 canvas 根窗口一致，但是 egret 如果不是 noscale 的话，会保持原来的比例 修改index.html 中data-scale-mode = “noScale ”,,
在eui里，我想使用graphics，怎么办,可以用创建一个Sprite，然后用Sprite画，再添加到一个eui.Compnent里面，然后再添加到UILayer,,
关于p2物理引擎在白鹭引擎中刚体之间弹力设置的问题,创建ContactMaterial来针对不同材质之间使用弹性,,
lakeshore怎么实现背包系统。,如果针对ui的话，对于格子的排列，你可以用for循环来实现，还有，如果针对服务器的话，你可以使用ajax组件或者websocket组件,,
调用Tween时显示无定义,在egretProperties.json添加模块 ,,
怎么实现按钮上鼠标over，out的效果？,https://github.com/himuil/EgretTools/tree/master/mouse,,
开发手机页游，大家设置为多少的分辨率？,800*480，目前合适的，不过showAll模式下黑边问题，需要你切换成其他模式,,
列表的数据量较大，导致列表卡顿的问题,格子太多就做分页，其他游戏也都是这么做的,,
eui 控件怎么能知道自己获得或者失去 输入焦点?,可以监听focus_in focus_out事件。自己查下api,,
想问一下swf文件被转化成动画后的播放问题,可以啊 gotoAndPlay(x);然后侦听ENTER_FRAME，判断当前是第几帧,,
wing怎么设置浏览器启动的地址和参数,打开/.wing/launch.json,,
TextInput如何设置字体大小？ 按搜到的方法设置报错,callName.textDisplay.size=12;,,
如何修改egret的网页title 默认是egret 我需要改为其他的,document.title='xxx' 随便改,,
为什么我的动画没有出现?贴里贴详细过程,听测过的坛友说限制4096*4096，不知道你这10M的是多大分辨率的,,
egret     滑动手势,http://ashan.org/archives/685/,,
egret 长宽高等 如何用像素值设置？,典型的小白，EDN搜“小白教程”！,,
如何把一个bitmap赋值给另一个bitmap,b.bitmapData =a.bitmapData ;,,
egret3d 如何实现多纹理,这其实就是切换纹理，你直接使用设置材质的diffuseTexture属性为相应的纹理即可！,,
游戏发布 qq浏览器上不显示,有的时候可能是手机问题，有没有试过换个别的手机用qq浏览器看下,,
如何控制ItemRenderer类中button显示和隐藏,你根据你变化的值去判断 是否  将 button  隐藏，  button.visible  = false；,,
求救，新版引擎没有了 publish -compressjson 功能吗？,这个已经没有了，具体的做法就是读取文件，然后将数值四舍五入到某个小数位，然后去掉格式化再保存,,
"在wing中如何针对一张图片的Button,控制按下时的缩放",null,,
龙骨制作疑问,搞定了就好 把问题状态设置能已解决吧,,
用开发egret开发游戏，用tiledmap么？哪里有文档？,http://edn.egret.com/cn/docs/page/718,,
下载的demo引擎版本过低，在wing3 中如何升级项目引擎,使用命令行在终端输入，或者直接使用wing 3.x 自带的功能（以3.08为例 ）选择菜单--》插件-》egret项目工具，升级引擎。即可完成,,
INPUT类型的TextField在焦点输入状态时下半部分看不见,用最新版本的引擎试过了吗？,,
求解如何把string类型转number类型.,parseInt,,
exml中设置按钮字体颜色报警告,您好，颜色是值一般是 0x开头的，改成 0xFF4F04 这种就好了。,,
如何监听eui.Theme加载完成事件,有个小技巧，看API 的事件那里，会触发的事件都在那里写着~~,,
音频 报错,做播放暂停可以参考这个例子http://edn.egret.com/cn/example/page/index#120-media-audio,,
问个typescript语句问题,很普通的一个lamda表达式啊……cb是个匿名函数，参数为data和flags，返回void……大概是这个意思，可能表述不太准确,,
egret 可以做应用App么,参考这个http://edn.egret.com/cn/docs/page/648和http://edn.egret.com/cn/docs/page/169,,
Scroller中list增加数据后 滚动条会被重置到顶部,scrollV  好像是这个     不是话你搜下论坛，,,
请教一下有关碰撞检测的问题,http://edn.egret.com/cn/apidoc/index/name/egret.DisplayObject#globalToLocal,,
eui使用皮肤的疑问,组件的类名和皮肤的类名不是一个，在 ChannelPageSkin.exml 里面写的 class 属性是皮肤的类名，会对应到exml.e.d.ts中。在thm.json里面设置的是组件的类名,,
compent 这个控件在我们拼exml 的时候回用到吗,exml 都是皮肤吧，compent这个是组价的基类，一般好像用不到~~,,
个人开发游戏，美术素材哪里找？有免费可商用的素材网？,6m5m点坑母,,
egret小游戏  一般设定多少帧？,我都设为60的，如果性能没问题的话。,,
给图片加灰色滤镜，按钮也变灰了,3.1.1 版本的试了一下，是好的。先升级一下引擎试试呢,,
tween怎么左右翻转,scaleX = -scaleX,,
求eui.Group内各种width的详细解释,this.validateNow(); 这个方法可以立即获取刚创建的width,,
请问各位，在drawArc（）中顺逆时钟方向设置i==-1有什么用,http://edn.egret.com/cn/apidoc/index/name/egret.Graphics#drawArc,,
按钮如何使用自定义字体,是BitmapLabel，你写错了，wing组件库中第一个就是,,
微信分享demo问题,index里面加上JS的引用,,
egret wing 3 菜单栏没了怎么回事，BUG吗？怎么弄出来？,按alt能出来，然后再 查看-切换菜单栏  就能一直显示了,,
DragonBones 4.5导出的动画没有网格效果,因为网格动画需要webGL的支持，目前egret引擎要到4月就支持webGL了，到那时，egret就可以支持网格动画了，目前只有as版本的DragonBones库才支持网格动画,,
请问一下moveclip 里面的帧标签是用什么工具编辑的？,在flashcc或者flash cs系列工具里面直接添加的,,
drawEllipse在安卓app中画出来的是一个正圆，这是代码bug吗？,确认可以复现出来的话可以发到bug反馈区,,
开发机到底要审核多久,等等吧，应该快了,,
手机图片问题,http://code.ciaoca.com/javascript/exif-js/demo/,,
CapsStyle有这个类吗？api文档在哪,目前只有前3个参数有效，后面的没有实现，传了也没用的,,
Teture Merger 制作MovieClip的问题,动画可能没获取成功，断点看看动画获取到了么,,
DataGroup的itemRenderer显示问题，急需帮助！,设置Label的multiline = true,,
请问这个js应该如何写.d.ts的文件,ios的拍照图片确实会旋转90度的，这个是建议把图片传到后台，然后后台旋转，然后再传到前端过来，这个至于为什么这么做，你可以看下郭大侠的教程讨论的。http://bbs.egret.com/thread-11372-1-1.html,,
怎么获取radio选中的值阿,http://edn.egret.com/cn/docs/page/534,,
eui 背景问题,可以设计模式调,,
字体不清晰,你的适配模式是什么，竖屏推荐的是fixedWidth,,
第三方库编译报错,你重新去下下第三方库，然后再使用看下,,
求教素材分割,egret里用TextureMerger来把小图合成大图，可以在白鹭官网下载TextureMerger。,,
eui有木有可视化编辑器？,http://www.egret.com/egretwing,,
ios的相关接口,不会，你自己写呗，挺方便的！,,
runtime接入问题,runtime接入主要说的就是egret h5游戏，接入之后在支持runtime的浏览器下，并在runtime白名单内就能打开的，而且获得runtime加速,,
egret能否实现长按保存图片到本地的,http://bbs.egret.com/thread-11774-1-1.html,,
资源库里面没有我导入的资源,查看一下你的资源配置文件，是否正常。看你的是gui项目。如果是学习推荐创建eui项目,,
为什么浏览器最小化或多标签切换后egret就进入休眠状态了...,让官网团队来回答一下,,
选择效果,用一个显示容器，自己往里面加需要显示的元素，然后监听这个容器的触摸事件，在触摸事件里面响应你定义的元素移动行为，自己写代码手动计算，如果需要随着touchmove移动的话。,,
垃圾回收，内存管理问题,js是计数的，自动清理垃圾的，当程序中的引用为空的时候，当到底一定限度，会自动清理回收内存的,,
"声音在手机chrome浏览器不能用的,有遇到过吗",有些浏览器或者系统会是这样的，要求必须用户触发播放,,
请问怎么使用socket.io进行网络连接,index.js不就是么。。。里面代码完全照着socket.io官网教程写的，你可以先去官网看看资料,,
关于子类中使用html5的问题,对  不会生成的   你要ID只能自己设,,
帮忙看看这个发布失败是什么原因~,egret build xxx -e然后在发布试一下,,
怎么打开wing项目resource下的html资源文件？,首先统一一个入口的html，在里边判断系统类型，然后跳转到不同的网页即可,,
数组问题,voarr = HeroManagement.I.getTestArr();,,
水平 和 垂直居中没有反应,this.objText设置width和height了吗？没有显示地设置的话默认是和最终字的贴图大小一样的，那居中这种效果自然就没用了,,
DragonBonesPro导入Spine项目无反应,在导出spine数据的时候，要把“导出非必要数据”勾上，否则会导入不进来,,
按照“模块化配置和第三方库的使用方法”加入MVC框架的we...,第三方库经过编译了么,,
ByteArray如何获取原始的ArrayBuffer,本来就是直接.buffer即可拿到了呀,,
请问能否手动生成MovieClip,你说的方法很好，完全可行。不影响性能,,
请问：如何使DragonBones骨骼动画的几个动作顺序执行？,可以通过监听 ,dragonBones.AnimationEvent.LOOP_COMPLETE 事件来做处理,
egret引擎有linux版本吗？如何架设在linux的服务器上呢？,Egret 依赖于 Nodejs，而Nodejs是可以在Linux中运行的。所以，理论上来说，可以在Linux中编写Egret代码，并且能够编译。但由于Egret的特点是开发图形图像游戏，所以，部分Linux的开发体验并非很好。,,
问一个很怪异的问题。。,麻烦出个demo吧，res 是支持  key+子key 的获取方式的,,
物理引擎p2的包围盒,plane 就想当于你大地  如果没有大地你不也是掉下去了  物理引擎的作用就是描绘真实的世界,,
egret EUI项目与游戏项目的关系是什么?,我来装下逼。,,
加载包含有import其他文件的proto文件失败,查看下default.res.json 里面，是否全部加载了或配置了.proto的文件/。,,
更新3.0.5之后粒子报错了。,这个引擎3.0.5优化了底层渲染显示列表。粒子库需要用新的3.0.5版本的。,,
引擎升级到3.0.5之后出现了问题,是否可以提供更详细的错误日志或者表现效果。方便查看问题。,,
win系统打包egret项目成ios app教程是哪个？,可以。,,
怎么更新插件的版本呢,http://edn.egret.com/cn/docs/page/883 新版本已经发布啦，这个版本就能更新插件了,,
关于GUI的List渲染，导致卡顿的问题,开启了虚拟布局没有useVirtualLayout,,
p2的碰撞检测到底如何做呢？,可以对p2.World监听相关事件捕获碰撞,,
HTML5CanvasRenderer.drawImage未提供匹配签名报错,这个问题我在StackOverflow 上查了一下，有人也问到，然后它自己解决了，问题出现的原因是他 DrawImage画的image是没有加载成功的,,
webSocket.connect失败如何处理?,egret.IOErrorEvent.IO_ERROR,,
Scroller拖动为什么一松手就自动滚回开始的位置？,因为你嵌套的层太多了，dataGroup外层是一个group，被添加到滚动区的是group而不是dataGroup。,,
eui EditableText prompt 如何换行显示,http://edn.egret.com/cn/apidoc/index/name/eui.EditableText#propertySummary,,
Scroller拖动一松手就自动滚回开始的位置，求解决方案,ContentSkin.exml 里定死了高度，,,
按钮如何变灰色,做个灰色的图做为disabled的皮肤，目前不要想用滤镜来,,
求教各位大神如何用egret实现刮刮卡效果……,"你使用两个层，从下往上，第一层用来放你刮开后要显示的内容，如一等奖，第二层放一个空的shape.这层是关键，然后在这层上侦听move,然后进行画线，这就是刮开动作，然后把这层做为第一层的遮罩，就行了",,
addEventListener问题,在它的父容器添加一个事件，判断e.target 这样就行了,,
mask遮罩后，遮罩层的透明度和颜色，怎么设置,遮罩层是看不见的，被遮罩的对象只有被遮罩层图形覆盖的部分能显示出来，所以给遮罩层设置颜色是没有用的,,
如何隐藏Scroller的滚动条啊,http://edn.egret.com/cn/docs/page/611#滚动条显示策略,,
egret 可以自动播放mp4视频吗,这是浏览器本身的安全限制,,
播放视频出错,说的很清楚了，视频只能通过用户手势来初始化，不能在非用户交互触发的代码块中执行全屏,,
APK里websocket onclose的时候，报错！,引擎和 Support都升级至最新版,,
九宫格问题,编辑完的 default.res.json 里面有 scale9grid 这个么，有的话应该是编辑成功了啊。,,
WebSocket的发送问题,嗯嗯，好哒。,,
如何查询eui.Scroller的viewport的y值呢？,这个值this.scroller.viewport.scrollV,,
新人求教...PS CC导出到DB失败,把ps的默认单位改成像素，再试试,,
请问如何做域名判定？,document.domain获取域名,,
像p2物理游戏夜梦追兵里，角色一直在屏幕中央是怎么实现的,角色位置不动，背景坐标改变,,
创建ios工程编译出错,请升级到 xcode 7，不然你开发的应用app store也可能不接受出错的原因就是xcode 7中使用的bitcode格式的二进制库，你也可以把库里面。tbd的库文件，改成dylib格式的测试一下,,
egret镜头拉近的效果怎么做,可以到QQ群里问。,,
参照官方文档的 问立即使用出错。,你在侦听RES.ResourceEvent.CONFIG_COMPLETE这个事件处理方法里面就开始调用资源了，这只是把default.res.json这个配置加载完成了，还没有开始加载图片资源组。,,
导入p2出问题,请使用最新的引擎版本和最新的第三方库。,,
eui.List布局里面的间隙怎么取到？,http://edn.egret.com/cn/apidoc/index/name/eui.VerticalLayout 这是我找到的一个api不知道对你有没有帮助,,
websocket接收数据类型的疑问,我也是直接websocket的，你把websocket的数据读入到一个byteArray中，然后根据你和服务器商定的协议解析格式来解析这个二进制流就好了,,
scroller移动方式,http://egret5.sinaapp.com/H5Games/game/girlplane/index.html,,
图片的重复使用,必须new 20个bm。,,
eui.Label如何实现英文自动换行不断单词,目前引擎本身还不支持对断行英文的控制，以后会考虑加入,,
新版引擎横屏游戏究竟如何实现？,不用额外侦听事件。你屏幕每变化一次，约束就会自动排位置了。,,
构建通信请求No 'Access-Control-Allow-Origin' header,服务器返回的消息头不对，Access-Control-Allow-Origin,,
3.0.6版本引擎webgl报错,49版本的谷歌浏览器确实有点问题。已经在排查了，但是你说的问题没有复现。是其它问题导致崩溃了，已经在master最新的分支已经修复了。,,
求大神解答lark做序列帧动画的方法,这个再egret 2.5 以后会有相应的方法。现在可以用 bitmap 做一个图片轮播。,,
到哪儿去找ScrollView的用法？,http://www.egret-labs.org/api,,
egret.DeviceOrientation在手机上无法获取方向,没看出哪里错。,,
EGRET里面可以实现给序列帧动画和位图蒙上一层颜色吗,实际上2.0版本是有的，2.5之后，WebGL相关功能重构，时间我不敢给你打包票，但一两个月之内会有结果。,,
dragonBones display位置错误,Armature.animation,,
eui.Image设置中心为锚点，但是还是以左上角作为缩放起始？,你设置中心为锚点时候，用的是宽/2和高/2吧？这样锚点的位置就被固定了，等到你放大的时候，实际上锚点的位置已经不是你认为的放大后的宽/2和高/2，而是最初的宽/2和高/2。所以你放大时候，锚点的位置也需要跟着变化，就是在放大的动画里添上'anchorOffsetX'：宽/2和'anchorOffsetY'：高/2。楼上的方法也可行。 ...,,
不知道是不是升级了引擎的原因，一编译就会在exml.e.d.ts中...,不是呀。应该是皮肤哪里定义的有问题,,
用ts如何转换gbk到utf8,其实如果您使用的是chrome 或 firefox浏览器，则非常简单，可以使用浏览器内置对象TextDecoder进行转换。,,
监听问题,你在何时给这个属性赋值，同时再派发一个事件,,
读取配置文件失败：D:\转换后项目\conversion.cts,文档中心，查看帮助文档,,
场景切换时 资源加载与网络请求同时发生,建议采用第一种，依次加载，其他多资源加载时也最好采用这种方式，建立加载队列,,
